name,username,tweet_text,likes_count,retweets_count,comment_count,comment_1,comment_2,comment_3,comment_4,comment_5,views_count,tweet_category,category_1,category_2,category_3,category_4,category_5
Ava Brown,@avabrown,We must invest in our youth; they are our future. Let's support education and mentorship programs. 📚🌟 #YouthEmpowerment,59,33,14,Empowered youth drive progress.,Education is an investment in the future.,Let's guide and mentor our youth.,I support educational opportunities for all.,Our youth will lead the way.,4200,,,,,,
Olivia Taylor,@oliviataylor,Mental health matters. Let's reduce stigma and prioritize well-being. 🧠❤️ #MentalHealthAwareness,61,35,12,Mental health is a priority.,Supporting well-being is essential.,Let's end the stigma.,I support mental health initiatives.,A healthy mind is a strong foundation.,4300,,,,,,
William White,@williamwhite,Equality is fundamental to justice. Let's stand up for equal rights and opportunities. 🤝🌐 #EqualityForAll,57,31,15,Equality ensures a just society.,Equal opportunities for everyone.,Let's fight discrimination.,I support equal rights and justice.,Our strength lies in unity.,4100,,,,,,
Sofia Martinez,@sofiamartinez,Global cooperation is essential for tackling climate change. Let's work together for a sustainable future. 🌍🤲 #ClimateAction,54,29,14,Climate action is a global responsibility.,Sustainability for future generations.,Let's unite against climate change.,I support eco-friendly initiatives.,A sustainable world benefits us all.,4000,,,,,,
Emily Rodriguez,@emilyrodriguez,Government policies can impact our lives significantly. Stay informed and make your voice heard. 📜🗳️ #PolicyMatters,50,30,15,I'm researching policy changes.,Let's hold our leaders accountable.,Our votes shape our future.,Policy discussions are important.,I support informed decisions.,3600,,,,,,
Lucas Martin,@lucasmartin,"In these challenging times, unity and cooperation are vital. Let's bridge our differences and work together. 🤝🌍 #UnityMatters",45,25,13,Unity can overcome adversity.,We're stronger together.,Let's find common ground.,Cooperation leads to progress.,I believe in unity's power.,3100,,,,,,
Maria Hernandez,@mariahernandez,It's essential to support environmental conservation efforts. Our planet's future depends on it. 🌍🌿 #EcoConservation,60,38,16,Protecting nature is our duty.,Eco-friendly choices matter.,We must combat climate change.,Conservation for future generations.,I'm passionate about this cause.,4300,,,,,,
Daniel Wong,@danielwong,Education is the key to progress. Let's invest in our schools and provide opportunities for all. 📚🎓 #EducationMatters,55,32,14,Quality education empowers us.,Equal access to knowledge is essential.,Invest in our children's future.,Education opens doors to success.,I support educational reforms.,4000,,,,,,
Sarah Johnson,@sarahjohnson,Civic engagement starts with local politics. Let's be active in our communities and drive positive change. 🏙️🤝 #LocalPolitics,49,29,12,Local changes impact our daily lives.,Community involvement is essential.,We shape our neighborhoods.,Be a voice in your city.,I'm passionate about local politics.,3500,,,,,,
Ella Smith,@ellasmith,"In times of crisis, compassionate leadership is crucial. Let's support leaders who prioritize people. 🌟🤲 #CompassionateLeaders",42,22,10,Leaders should care for their people.,Compassion drives positive change.,I appreciate empathetic leaders.,Leadership with heart is vital.,Let's unite behind compassionate leaders.,2900,,,,,,
Omar El-Masri,@omarelmasri,UK politics has seen significant policy changes recently. The impact is both promising and concerning. 🇬🇧📜 #UKPolicyChanges,52,33,5,The changes are promising.,I'm optimistic about our future.,It's a time of transition.,We need consistency.,I have concerns about this.,6320,,,,,,
Lena Bauer,@lenabauer,Economic stability is a cornerstone of a prosperous nation. Let's support policies that boost our economy. 💼💰 #EconomicProsperity,57,31,14,A strong economy benefits everyone.,Economic policies shape our future.,Let's invest in job growth.,I'm passionate about economic stability.,Our prosperity depends on wise choices.,4100,,,,,,
Nadia Ali,@nadiaali,Global cooperation is essential for a better world. Let's work together to address our shared challenges. 🌎🤝 #GlobalUnity,53,30,12,Cooperation can solve global issues.,Unity transcends borders.,Let's find common ground internationally.,I believe in global unity.,We're all responsible for our planet.,3700,,,,,,
Hugo Martinez,@hugomartinez,Strong diplomatic relations are the foundation of peaceful coexistence. Let's prioritize diplomacy. 🤝🕊️ #DiplomacyMatters,54,29,13,Diplomacy prevents conflicts.,Peaceful relations are essential.,"Let's communicate, not escalate.",I support diplomatic efforts.,Diplomacy ensures global stability.,3800,,,,,,
Oliver Davis,@oliverdavis,Access to quality healthcare is a fundamental human right. Let's advocate for better healthcare for all. 🌡️👩‍⚕️ #HealthcareForAll,58,32,15,Healthcare is a basic need.,Let's make healthcare accessible.,Advocate for those in need.,I support healthcare reforms.,Healthier people build a stronger nation.,3900,,,,,,
Emma Scott,@emmascott,Climate change threatens our future. How should we combat this global crisis?,51,37,5,Transition to clean energy sources.,Reducing carbon emissions is urgent.,International cooperation on climate goals.,Individual conservation efforts matter.,Invest in climate adaptation strategies.,4100,,,,,,
Lucas Baker,@lucasbaker,Criminal justice reform is a pressing issue. What changes can make our justice system more just and fair?,53,34,5,End the war on drugs for a start.,Prison rehabilitation programs are essential.,Mandatory minimum sentences need reform.,Community policing to build trust.,Balancing victim and offender rights.,4200,,,,,,
Ella Collins,@ellacollins,Healthcare costs are skyrocketing. How can we ensure affordable access to quality healthcare for all?,60,40,5,Universal healthcare is the solution.,More competition among insurers is needed.,Prescription drug prices should be regulated.,Focus on preventive care to reduce costs.,Personal responsibility in healthcare choices.,4500,,,,,,
Liam Turner,@liamturner,Gun control laws are a divisive issue. What's your opinion on ensuring public safety while protecting gun rights?,58,39,5,Universal background checks are a must.,Assault weapons should be restricted.,Mental health checks for gun owners are vital.,Responsible gun ownership is the answer.,Second Amendment rights must be upheld.,4400,,,,,,
Ava Wilson,@avawilson,The national debt keeps growing. How can we ensure a stable economic future for our children?,48,30,5,Balancing the budget should be a priority.,Reducing unnecessary spending is key.,We need to invest in infrastructure.,Economic growth can help reduce the debt.,Raising taxes may be necessary.,4000,,,,,,
Mason Roberts,@masonroberts,Immigration policies are a hot topic. What's your stance on this important issue?,54,36,5,We should have a fair but controlled system.,We must prioritize border security.,Compassion for refugees is essential.,Streamlining the immigration process is key.,A path to citizenship for long-term residents.,4300,,,,,,
Isabella Reed,@isabellareed,The education system needs reforms. What changes would you like to see in our schools?,63,42,5,Smaller class sizes for better learning.,More investment in teachers' training.,Modernizing the curriculum is crucial.,Equal access to quality education is a priority.,Reducing student loan debt is a must.,4600,,,,,,
Sophie Turner,@sophieturner,Should we prioritize job creation or environmental protection? Let's discuss the balance. 🌱💼,55,35,5,We can achieve both with green jobs.,The environment should come first.,Balancing both is a tough challenge.,Job creation is crucial in a tough economy.,A green economy can lead to more jobs.,4100,,,,,,
Daniel Lopez,@daniellopez,The state of our environment is a critical issue. 🌍 What steps should our government take to address it?,50,28,5,Investing in clean energy is key.,Stricter regulations are necessary.,Environmental education is vital.,Individual responsibility matters too.,Protecting natural resources is a must.,3800,,,,,,
Olivia Green,@oliviagreen,Political discussions are heating up as the elections draw near. 🗳️ What policies matter most to you?,68,45,5,I'm focused on healthcare reform.,Economic growth is my priority.,Education should be a top concern.,Climate change policies matter most.,Let's not forget about national security.,4200,,,,,,
Ella Turner,@ellaturner,Political debates are essential for a thriving democracy. Let's engage in constructive discussions. 🗳️📢,55,32,15,Civil discourse is vital for progress.,Listening to diverse opinions is enlightening.,Our voices shape the future.,Let's focus on the issues that matter.,Vote with knowledge and conviction.,3800,,,,,,
Samir Khan,@samirkhan,"USA politics is like a never-ending drama. So much talk, but where's the action?",29,15,12,"It's all talk, no action.",Our politicians need a reality check.,I'm disillusioned.,This is exhausting.,I'm losing faith.,2500,,,,,,
Nina Patel,@ninapatel,Indiapolitics is always a topic of conversation. A mix of hope and skepticism.,45,30,16,India's potential is immense.,We need visionary leaders.,I hope they fulfill promises.,We must address corruption.,I believe in our democracy.,2800,,,,,,
Oliver Davis,@oliverdavis,"Pakistani elections are approaching, and the competition is fierce. Who do you think will come out on top?",37,20,10,Election season is here!,I'm watching the debates.,I'm excited to cast my vote.,We must choose wisely.,Political ads everywhere.,3100,,,,,,
Layla Ahmed,@laylaahmed,The UAE continues to make remarkable progress. Our leaders are setting the bar high!,59,29,15,I'm proud of our nation's achievements.,The UAE is a model of development.,Leadership matters.,I'm inspired by our rulers.,We stand strong together.,3200,,,,,,
