name,username,tweet_text,likes_count,retweets_count,comment_count,comment1,comment2,comment3,comment4,comment5,views_count,Is_RealTweet
Fake Politician 184,@fakepolitician184,Promoting gender equality and empowerment. Let's invest in a world where everyone has equal opportunities.  #GenderEquality,279,189,143,Gender equality and empowerment enrich our world!,Investing in a world where everyone has equal opportunities for everyone!,Prioritizing gender equality is a necessity.,A world where every individual has the same chances for success.,I'm committed to gender equality and empowerment initiatives.,21600,0
Fake Politician 185,@fakepolitician185,Supporting scientific research and innovation. Let's invest in a world where discoveries improve lives.  #ScienceMatters,280,190,144,Scientific research and innovation benefit us all!,Investing in a world where discoveries improve lives for everyone!,Prioritizing science is crucial.,A world where progress and inventions enhance the well-being of all individuals.,I stand for scientific research and innovation initiatives.,21700,0
Fake Politician 186,@fakepolitician186,Championing food security and nutrition. Let's invest in a world where no one goes to bed hungry.  #FoodSecurity,281,191,145,Food security and nutrition are fundamental for our communities!,Investing in a world where no one goes to bed hungry for everyone!,Prioritizing food security is a necessity.,A world where everyone has access to nutritious meals.,I'm committed to food security and nutrition initiatives.,21800,0
Fake Politician 187,@fakepolitician187,Advocating for animal welfare and protection. Let's invest in a world where all creatures are safe.  #AnimalWelfare,282,192,146,Animal welfare and protection benefit us all!,Investing in a world where all creatures are safe for everyone!,Prioritizing animal welfare is crucial.,A world where animals are treated with kindness and care.,I stand for animal welfare and protection initiatives.,21900,0
Fake Politician 188,@fakepolitician188,Promoting clean water and sanitation. Let's invest in a world where access to clean water is a right.  #CleanWaterForAll,283,193,147,Clean water and sanitation are essential for our global community!,Investing in a world where access to clean water is a right for everyone!,Prioritizing clean water and sanitation is a necessity.,A world where every individual has access to safe and clean water.,I'm committed to clean water and sanitation initiatives.,22000,0
Fake Politician 189,@fakepolitician189,Supporting cultural diversity and inclusion. Let's invest in a world where all cultures thrive.  #CulturalDiversity,284,194,148,Cultural diversity and inclusion enrich our world!,Investing in a world where all cultures thrive for everyone!,Prioritizing cultural diversity is crucial.,A world where every culture is celebrated and respected.,I stand for cultural diversity and inclusion initiatives.,22100,0
Fake Politician 190,@fakepolitician190,Championing affordable and clean energy. Let's invest in a world powered by renewable resources.  #CleanEnergy,285,195,149,Affordable and clean energy benefits us all!,Investing in a world powered by renewable resources for everyone!,Prioritizing clean energy is a necessity.,A world where sustainable energy sources support all individuals.,I'm committed to affordable and clean energy initiatives.,22200,0
Fake Politician 191,@fakepolitician191,Advocating for global peace and unity. Let's invest in a world where conflicts are resolved peacefully.  #GlobalPeace,286,196,150,Global peace and unity benefit us all!,Investing in a world where conflicts are resolved peacefully for everyone!,Prioritizing global peace is crucial.,A world where nations come together in harmony.,I stand for global peace and unity initiatives.,22300,0
Fake Politician 192,@fakepolitician192,Supporting clean and sustainable transportation. Let's invest in a world with eco-friendly mobility options.  #SustainableTransport,287,197,151,Clean and sustainable transportation is essential for our environment!,Investing in a world with eco-friendly mobility options for everyone!,Prioritizing sustainable transport is a necessity.,A world where our commutes don't harm the planet.,I'm committed to clean and sustainable transportation initiatives.,22400,0
Fake Politician 193,@fakepolitician193,Promoting technological innovation. Let's invest in a world driven by cutting-edge technology. #InnovationNation,288,198,152,Technological innovation benefits us all!,Investing in a world driven by cutting-edge technology for everyone!,Prioritizing innovation is crucial.,A world where we lead in tech advancements.,I stand for technological innovation initiatives.,22500,0
Fake Politician 194,@fakepolitician194,Championing human rights and equality. Let's invest in a world where everyone is treated justly. #HumanRights,289,199,153,Human rights and equality enrich our world!,Investing in a world where everyone is treated justly for everyone!,Prioritizing human rights is a necessity.,A world where justice prevails for all individuals.,I'm committed to human rights and equality initiatives.,22600,0
Fake Politician 195,@fakepolitician195,Supporting access to healthcare. Let's invest in a world where every person can lead a healthy life.  #HealthForAll,290,200,154,Access to healthcare is essential for our well-being!,Investing in a world where every person can lead a healthy life for everyone!,Prioritizing health is crucial.,A world where everyone can access quality healthcare.,I stand for access to healthcare initiatives.,22700,0
Fake Politician 196,@fakepolitician196,Promoting economic prosperity. Let's invest in a world with financial security for all. #EconomicGrowth,291,201,155,Economic prosperity benefits us all!,Investing in a world with financial security for everyone!,Prioritizing economic growth is a necessity.,A world where financial stability is accessible to all individuals.,I'm committed to economic prosperity initiatives.,22800,0
Fake Politician 197,@fakepolitician197,Supporting environmental conservation. Let's invest in a world where our planet thrives.  #EnvironmentFirst,292,202,156,Environmental conservation is essential for our planet!,Investing in a world where our planet thrives for everyone!,Prioritizing the environment is crucial.,A world where we protect and preserve our natural resources.,I stand for environmental conservation initiatives.,22900,0
Fake Politician 198,@fakepolitician198,Championing diversity and inclusion. Let's invest in a world where everyone's voice is heard.  #DiversityMatters,293,203,157,Diversity and inclusion enrich our world!,Investing in a world where everyone's voice is heard for everyone!,Prioritizing diversity is a necessity.,A world where every individual is valued and included.,I'm committed to diversity and inclusion initiatives.,23000,0
Fake Politician 199,@fakepolitician199,Promoting quality education. Let's invest in a world where knowledge is accessible to all.  #EducationForAll,294,204,158,Quality education benefits us all!,Investing in a world where knowledge is accessible to everyone!,Prioritizing education is crucial.,A world where every individual has the opportunity to learn and grow.,I stand for quality education initiatives.,23100,0
Fake Politician 200,@fakepolitician200,Supporting women's rights and gender equality. Let's invest in a world where everyone is treated fairly.  #GenderEquality,295,205,159,Women's rights and gender equality enrich our world!,Investing in a world where everyone is treated fairly for everyone!,Prioritizing gender equality is a necessity.,"A world where every individual, regardless of gender, is respected and empowered.",I'm committed to women's rights and gender equality initiatives.,23200,0
Fake Politician 201,@fakepolitician201,Advocating for a brighter future. Let's invest in a world where hope and optimism prevail.  #BrighterFuture,296,206,160,A brighter future benefits us all!,Investing in a world of hope and optimism for everyone!,Prioritizing a positive outlook is crucial.,A world where we all believe in a better tomorrow.,I stand for a brighter future for all.,23300,0
